ratio,model,best_params,n_rows,n_presences,auc_spatial_mean,auc_spatial_std,prauc_spatial_mean,prauc_spatial_std,f1_spatial_mean,f1_spatial_std,auc_temporal,prauc_temporal,f1_temporal,cm_spatial_tn,cm_spatial_fp,cm_spatial_fn,cm_spatial_tp,cm_temporal_tn,cm_temporal_fp,cm_temporal_fn,cm_temporal_tp
1:1,XGBoost,"{'n_estimators': 100, 'min_child_weight': 30, 'max_depth': 30, 'colsample_bytree': 0.4444444444444444}",4154,2077,0.8710800051377481,0.026607441109272677,0.8637698680296584,0.03425511651988218,0.7886426236200366,0.04620867202184856,0.8109053127934625,0.7165389949917043,0.6925795053003534,1701,376,462,1615,281,121,53,196
