ratio,model,best_params,n_rows,n_presences,auc_spatial_mean,auc_spatial_std,prauc_spatial_mean,prauc_spatial_std,f1_spatial_mean,f1_spatial_std,auc_temporal,prauc_temporal,f1_temporal,cm_spatial_tn,cm_spatial_fp,cm_spatial_fn,cm_spatial_tp,cm_temporal_tn,cm_temporal_fp,cm_temporal_fn,cm_temporal_tp
2:1,XGBoost,"{'n_estimators': 100, 'min_child_weight': 30, 'max_depth': 30, 'colsample_bytree': 0.4444444444444444}",6231,2077,0.86171582036906,0.03927724826652973,0.7449404034111284,0.07313886683198816,0.6943817502606564,0.05972907547759728,0.793557825996386,0.540111865619618,0.5545722713864307,3497,657,603,1474,588,241,61,188
