burned,dist_coca,dist_mosaic,dist_parks,dist_roads,ndvi,precip_mm,rh_pct,temp_C,vpd_kPa,wind_ms,lon,lat,year
0,119.28948915456257,0.0,15075.005050446003,588.0516311194525,0.8409166666666666,459.5250487457356,74.08133479378597,24.58264109972373,0.8065910532851981,1.040393202446488,-74.36478500762429,1.866250002758306,2001
0,7747.482842146861,2683.322593469708,4470.671563921839,5547.668696174009,0.7550166666666668,492.50330032215925,79.59602243879084,24.692525913601855,0.6361071880480762,0.9764347354033829,-74.23452929142697,1.0802241291537247,2001
0,9803.096373402032,0.0,1088.0717173453625,439.14994063429054,0.6547666666666667,264.5067721735081,75.02646054057887,13.119726973219656,0.37753047510262244,0.8967223458306037,-75.06097935281691,2.737615828354242,2001
0,138.06197251623183,0.0,2640.5664410309896,434.96877472292425,0.7263000000000001,324.7757256160817,75.78543915536778,24.75473180102864,0.7632772406604041,1.1736639952984647,-72.78824168399453,2.2749834570326883,2001
0,2253.2543743992187,0.0,15377.508020126905,1835.427063126604,0.7344666666666667,782.9836011062703,71.22925148447422,25.19928215850149,0.9296418031664268,0.7439811575015206,-74.81843422610466,1.9291320726466725,2001
0,222.0054856518898,0.0,29379.26574032927,901.6650852176615,0.8149333333333333,534.8818898330769,80.80196843194416,24.722489925048592,0.5993622704486734,0.8845314268591338,-74.56241437013058,0.9409852601151988,2001
0,482.04206645940496,0.0,278.423796767628,4308.533062760473,0.8527333333333335,374.299094093903,74.55433507779848,24.633866940677592,0.7971679625810887,1.2824284200759373,-73.70901485021705,2.405239173230019,2001
0,214.7608231833995,1113.886179946138,551.8330357578716,4620.847005121671,0.8550166666666666,358.28384758339735,78.99367093723981,24.8580541011558,0.6651728463957854,1.0418719437737403,-72.04713157459592,2.198626657882529,2001
0,2263.990594150298,498.27419346681,13331.711917370387,4991.199503499278,0.8706833333333335,503.7406087051472,78.92275337676678,24.80048301035606,0.6616244210630119,1.0118785972226887,-74.40970077183027,1.156580928303884,2001
0,210.22336882657916,498.1730372069528,27065.53215492781,1132.2106149020892,0.8247,355.08918763504835,73.25813653065325,24.562191447196028,0.8316875206620433,1.0479248089341395,-74.3468187019419,2.0189636010586245,2001
0,973.0758377869075,0.0,25696.295338722943,4200.003232633487,0.8811666666666667,542.6994562278828,80.84572563761935,24.645073001615458,0.5952884972107432,0.8997990093791124,-74.50851545308342,0.9140358015916131,2001
0,705.5274807297201,0.0,25443.967053573597,453.6009412167732,0.6937666666666668,633.3991587291798,78.50819816539759,24.716214429666877,0.6715388191721955,0.8094395793513139,-74.69267008632792,1.5069238891104975,2001
0,216.4391302263443,0.0,9293.259254719647,537.6333092900135,0.8470666666666666,349.38557447300764,76.57196984651308,24.743360292002023,0.7376447625157128,1.1602084319050143,-73.39011292435461,2.2165929635649193,2001
0,221.1320034882544,0.0,24552.22835262661,192.60808494099973,0.7573833333333333,522.57154883252,80.1169655738751,24.947373286333743,0.6288407517755424,0.696116231577595,-75.34394866731456,0.9589515657975892,2001
0,379.6727367976952,0.0,7309.73056431993,639.2215004083534,0.8327666666666667,379.3749660383305,77.49962458385706,25.059008212219,0.7218613495953369,1.1036273123040667,-72.1010304916431,2.4321886317536046,2001
0,173.6820969452219,0.0,7764.518403584941,694.8391401385077,0.8388666666666666,303.6480695139012,74.52036849093687,25.102131690871545,0.8224503284086944,1.1690552047359593,-72.96790474081844,2.3782897147064332,2001
0,357.8792829878782,0.0,4688.556327086741,490.89866966113334,0.7588666666666667,235.47300697670792,71.46605450715037,19.713823995429095,0.6601754877078665,0.6304920195199526,-75.1058951170229,2.3333739505004574,2001
0,164.00925745270087,0.0,17868.02058985554,581.3921382483886,0.8256333333333334,317.725807441338,77.27865494293042,24.915770388748285,0.7220339463497849,1.1314124930632947,-72.51874709875868,2.221084539985517,2001
0,4943.150648774431,0.0,422.00210301052425,802.7549606525914,0.8488833333333334,364.43145574436994,77.1153062791211,24.587532100247813,0.7109338706224221,1.26673872610857,-73.798846378629,1.6326880288872303,2001
0,279.45038062514294,704.6755459074766,28025.355224353094,1220.0393160901092,0.8903666666666666,533.4007144104085,80.04381759896216,24.57037628352549,0.6175064076725999,0.9303129013713489,-74.57588909939238,1.075732552733127,2001
0,199.2335403950824,0.0,22680.718108200315,180.80876277658865,0.6823,528.2678753267369,73.97490909046283,24.502675388168257,0.8064319910378259,1.0341157175918378,-74.3558018547831,1.9740478368526486,2001
0,191.81982273593962,498.139162282991,7260.273218138254,831.8793523160876,0.8477833333333334,315.427765263184,76.04683196037799,24.623980339185096,0.7496611780873499,1.1851717550214096,-73.05773626923039,2.2345592692473097,2001
0,143.55858694581036,1113.8630343875318,264.3548270811511,2877.4546528444034,0.71625,316.7454153429112,79.6194100182048,24.818046196899957,0.6434702996329954,1.0569248848102275,-71.74619595441588,2.2615087277708956,2001
